frame.number,frame.time,frame.time_delta,,frame.len,mac-lte.rnti,mac-lte.direction
695,Aug 13 2019 20:18:57.762347000 MST,0.032008,289.144063,548,70,0
696,Aug 13 2019 20:18:57.826345000 MST,0.063998,289.208061,176,70,1
697,Aug 13 2019 20:18:57.902519000 MST,0.076174,289.284235,548,70,0
698,Aug 13 2019 20:19:02.862366000 MST,4.959847,294.244082,548,70,0
699,Aug 13 2019 20:19:02.930277000 MST,0.067911,294.311993,176,70,1
700,Aug 13 2019 20:19:02.962461000 MST,0.032184,294.344177,548,70,0
701,Aug 13 2019 20:19:03.066363000 MST,0.103902,294.448079,72,70,1
702,Aug 13 2019 20:19:03.422341000 MST,0.355978,294.804057,548,70,0
703,Aug 13 2019 20:19:03.486347000 MST,0.064006,294.868063,136,70,1
704,Aug 13 2019 20:19:03.507315000 MST,0.020968,294.889031,208,70,1
705,Aug 13 2019 20:19:03.542435000 MST,0.03512,294.924151,548,70,0
706,Aug 13 2019 20:19:03.646379000 MST,0.103944,295.028095,72,70,1
707,Aug 13 2019 20:19:08.858340000 MST,5.211961,300.240056,216,70,1
708,Aug 13 2019 20:19:08.902393000 MST,0.044053,300.284109,548,70,0
709,Aug 13 2019 20:19:08.966210000 MST,0.063817,300.347926,72,70,1
710,Aug 13 2019 20:19:09.722273000 MST,0.756063,301.103989,548,70,0
711,Aug 13 2019 20:19:09.734334000 MST,0.012061,301.11605,64,70,1
712,Aug 13 2019 20:19:09.882316000 MST,0.147982,301.264032,548,70,0
713,Aug 13 2019 20:19:09.894367000 MST,0.012051,301.276083,64,70,1
714,Aug 13 2019 20:19:10.119343000 MST,0.224976,301.501059,148,70,1
715,Aug 13 2019 20:19:10.134252000 MST,0.014909,301.515968,468,70,1
716,Aug 13 2019 20:19:10.142251000 MST,0.007999,301.523967,548,70,0
717,Aug 13 2019 20:19:10.162289000 MST,0.020038,301.544005,548,70,0
718,Aug 13 2019 20:19:10.182383000 MST,0.020094,301.564099,548,70,0
719,Aug 13 2019 20:19:10.206258000 MST,0.023875,301.587974,72,70,1
720,Aug 13 2019 20:19:10.226306000 MST,0.020048,301.608022,72,70,1
721,Aug 13 2019 20:19:10.246170000 MST,0.019864,301.627886,72,70,1
722,Aug 13 2019 20:19:10.256319000 MST,0.010149,301.638035,188,70,1
723,Aug 13 2019 20:19:10.282262000 MST,0.025943,301.663978,548,70,0
724,Aug 13 2019 20:19:10.386170000 MST,0.103908,301.767886,72,70,1
725,Aug 13 2019 20:19:11.302300000 MST,0.91613,302.684016,548,70,0
726,Aug 13 2019 20:19:11.366286000 MST,0.063986,302.748002,136,70,1
727,Aug 13 2019 20:19:11.402381000 MST,0.036095,302.784097,548,70,0
728,Aug 13 2019 20:19:11.467268000 MST,0.064887,302.848984,256,70,1
729,Aug 13 2019 20:19:11.478243000 MST,0.010975,302.859959,64,70,1
730,Aug 13 2019 20:19:11.502261000 MST,0.024018,302.883977,548,70,0
731,Aug 13 2019 20:19:11.522306000 MST,0.020045,302.904022,548,70,0
732,Aug 13 2019 20:19:11.535232000 MST,0.012926,302.916948,100,70,1
733,Aug 13 2019 20:19:11.536280000 MST,0.001048,302.917996,120,70,1
734,Aug 13 2019 20:19:11.568207000 MST,0.031927,302.949923,660,70,1
735,Aug 13 2019 20:19:11.582284000 MST,0.014077,302.964,548,70,0
736,Aug 13 2019 20:19:11.594314000 MST,0.01203,302.97603,148,70,1
737,Aug 13 2019 20:19:11.602327000 MST,0.008013,302.984043,548,70,0
738,Aug 13 2019 20:19:11.622372000 MST,0.020045,303.004088,548,70,0
739,Aug 13 2019 20:19:11.631257000 MST,0.008885,303.012973,548,70,0
740,Aug 13 2019 20:19:11.635285000 MST,0.004028,303.017001,216,70,1
741,Aug 13 2019 20:19:11.644334000 MST,0.009049,303.02605,308,70,1
742,Aug 13 2019 20:19:11.682351000 MST,0.038017,303.064067,548,70,0
743,Aug 13 2019 20:19:11.734311000 MST,0.05196,303.116027,72,70,1
744,Aug 13 2019 20:19:11.762366000 MST,0.028055,303.144082,548,70,0
745,Aug 13 2019 20:19:11.774234000 MST,0.011868,303.15595,72,70,1
746,Aug 13 2019 20:19:11.775281000 MST,0.001047,303.156997,232,70,1
747,Aug 13 2019 20:19:11.842226000 MST,0.066945,303.223942,548,70,0
748,Aug 13 2019 20:19:17.142204000 MST,5.299978,308.52392,548,70,0
749,Aug 13 2019 20:19:17.482319000 MST,0.340115,308.864035,548,70,0
750,Aug 13 2019 20:19:17.495236000 MST,0.012917,308.876952,88,70,1
751,Aug 13 2019 20:19:17.522243000 MST,0.027007,308.903959,548,70,0
752,Aug 13 2019 20:19:17.586229000 MST,0.063986,308.967945,232,70,1
753,Aug 13 2019 20:19:17.642184000 MST,0.055955,309.0239,548,70,0
754,Aug 13 2019 20:19:17.775216000 MST,0.133032,309.156932,1350,70,1
755,Aug 13 2019 20:19:17.802232000 MST,0.027016,309.183948,548,70,0
756,Aug 13 2019 20:19:17.814263000 MST,0.012031,309.195979,1350,70,1
757,Aug 13 2019 20:19:17.828236000 MST,0.013973,309.209952,420,70,1
758,Aug 13 2019 20:19:17.842319000 MST,0.014083,309.224035,548,70,0
759,Aug 13 2019 20:19:17.862191000 MST,0.019872,309.243907,548,70,0
760,Aug 13 2019 20:19:17.882233000 MST,0.020042,309.263949,548,70,0
761,Aug 13 2019 20:19:17.894273000 MST,0.01204,309.275989,72,70,1
762,Aug 13 2019 20:19:17.895158000 MST,0.000885,309.276874,364,70,1
763,Aug 13 2019 20:19:17.922165000 MST,0.027007,309.303881,548,70,0
764,Aug 13 2019 20:19:17.936112000 MST,0.013947,309.317828,340,70,1
765,Aug 13 2019 20:19:17.960273000 MST,0.024161,309.341989,200,70,1
766,Aug 13 2019 20:19:17.962256000 MST,0.001983,309.343972,548,70,0
767,Aug 13 2019 20:19:18.002215000 MST,0.039959,309.383931,548,70,0
768,Aug 13 2019 20:19:18.042290000 MST,0.040075,309.424006,548,70,0
769,Aug 13 2019 20:19:18.042300000 MST,0.00001,309.424016,88,70,1
770,Aug 13 2019 20:19:18.062191000 MST,0.019891,309.443907,548,70,0
771,Aug 13 2019 20:19:18.082200000 MST,0.020009,309.463916,548,70,0
772,Aug 13 2019 20:19:18.091226000 MST,0.009026,309.472942,64,70,0
773,Aug 13 2019 20:19:18.131139000 MST,0.039913,309.512855,72,70,1
774,Aug 13 2019 20:19:18.132172000 MST,0.001033,309.513888,232,70,1
775,Aug 13 2019 20:19:18.162237000 MST,0.030065,309.543953,548,70,0
776,Aug 13 2019 20:19:18.205137000 MST,0.0429,309.586853,72,70,1
777,Aug 13 2019 20:19:18.242246000 MST,0.037109,309.623962,548,70,0
778,Aug 13 2019 20:19:18.282101000 MST,0.039855,309.663817,160,70,1
779,Aug 13 2019 20:19:18.287274000 MST,0.005173,309.66899,388,70,1
780,Aug 13 2019 20:19:18.342328000 MST,0.055054,309.724044,548,70,0
781,Aug 13 2019 20:19:18.962258000 MST,0.61993,310.343974,548,70,0
782,Aug 13 2019 20:19:19.000155000 MST,0.037897,310.381871,340,70,1
783,Aug 13 2019 20:19:19.022278000 MST,0.022123,310.403994,548,70,0
784,Aug 13 2019 20:19:19.062078000 MST,0.0398,310.443794,216,70,1
785,Aug 13 2019 20:19:19.142167000 MST,0.080089,310.523883,548,70,0
786,Aug 13 2019 20:19:19.202150000 MST,0.059983,310.583866,548,70,0
787,Aug 13 2019 20:19:19.240238000 MST,0.038088,310.621954,188,70,1
788,Aug 13 2019 20:19:19.282157000 MST,0.041919,310.663873,548,70,0
789,Aug 13 2019 20:19:19.294199000 MST,0.012042,310.675915,88,70,1
790,Aug 13 2019 20:19:19.322279000 MST,0.02808,310.703995,548,70,0
791,Aug 13 2019 20:19:19.335204000 MST,0.012925,310.71692,72,70,1
792,Aug 13 2019 20:19:19.361290000 MST,0.026086,310.743006,2688,70,1
793,Aug 13 2019 20:19:19.363238000 MST,0.001948,310.744954,1014,70,1
794,Aug 13 2019 20:19:19.382250000 MST,0.019012,310.763966,548,70,0
795,Aug 13 2019 20:19:19.422195000 MST,0.039945,310.803911,548,70,0
796,Aug 13 2019 20:19:19.435266000 MST,0.013071,310.816982,364,70,1
797,Aug 13 2019 20:19:19.462272000 MST,0.027006,310.843988,548,70,0
798,Aug 13 2019 20:19:19.474121000 MST,0.011849,310.855837,232,70,1
799,Aug 13 2019 20:19:19.542295000 MST,0.068174,310.924011,548,70,0
800,Aug 13 2019 20:19:20.951202000 MST,1.408907,312.332918,176,70,1
801,Aug 13 2019 20:19:20.982294000 MST,0.031092,312.36401,548,70,0
802,Aug 13 2019 20:19:21.086216000 MST,0.103922,312.467932,72,70,1
803,Aug 13 2019 20:19:23.322214000 MST,2.235998,314.70393,548,70,0
804,Aug 13 2019 20:19:23.386202000 MST,0.063988,314.767918,72,70,1
805,Aug 13 2019 20:19:23.391199000 MST,0.004997,314.772915,176,70,1
806,Aug 13 2019 20:19:23.422110000 MST,0.030911,314.803826,548,70,0
807,Aug 13 2019 20:19:23.530090000 MST,0.10798,314.911806,72,70,1
808,Aug 13 2019 20:19:34.082033000 MST,10.551943,325.463749,548,70,0
809,Aug 13 2019 20:19:34.146016000 MST,0.063983,325.527732,72,70,1
810,Aug 13 2019 20:19:34.151019000 MST,0.005003,325.532735,176,70,1
811,Aug 13 2019 20:19:34.182098000 MST,0.031079,325.563814,548,70,0
812,Aug 13 2019 20:19:34.286044000 MST,0.103946,325.66776,72,70,1
813,Aug 13 2019 20:19:34.302054000 MST,0.01601,325.68377,548,70,0
814,Aug 13 2019 20:19:34.314075000 MST,0.012021,325.695791,72,70,1
815,Aug 13 2019 20:19:35.182090000 MST,0.868015,326.563806,548,70,0
816,Aug 13 2019 20:19:35.246079000 MST,0.063989,326.627795,72,70,1
817,Aug 13 2019 20:19:35.256003000 MST,0.009924,326.637719,176,70,1
818,Aug 13 2019 20:19:35.282188000 MST,0.026185,326.663904,548,70,0
819,Aug 13 2019 20:19:35.389973000 MST,0.107785,326.771689,72,70,1
820,Aug 13 2019 20:19:36.422150000 MST,1.032177,327.803866,548,70,0
821,Aug 13 2019 20:19:36.485945000 MST,0.063795,327.867661,136,70,1
822,Aug 13 2019 20:19:36.504973000 MST,0.019028,327.886689,200,70,1
823,Aug 13 2019 20:19:36.522031000 MST,0.017058,327.903747,548,70,0
824,Aug 13 2019 20:19:36.531055000 MST,0.009024,327.912771,37,70,0
825,Aug 13 2019 20:19:36.540106000 MST,0.009051,327.921822,300,70,0
826,Aug 13 2019 20:19:36.586018000 MST,0.045912,327.967734,284,70,1
827,Aug 13 2019 20:19:36.622101000 MST,0.036083,328.003817,548,70,0
828,Aug 13 2019 20:19:36.641964000 MST,0.019863,328.02368,548,70,0
829,Aug 13 2019 20:19:36.645983000 MST,0.004019,328.027699,72,70,1
830,Aug 13 2019 20:19:36.662011000 MST,0.016028,328.043727,548,70,0
831,Aug 13 2019 20:19:37.971091000 MST,1.30908,329.352807,176,70,1
832,Aug 13 2019 20:19:38.002006000 MST,0.030915,329.383722,548,70,0
833,Aug 13 2019 20:19:38.065977000 MST,0.063971,329.447693,72,70,1
834,Aug 13 2019 20:19:39.301987000 MST,1.23601,330.683703,548,70,0
835,Aug 13 2019 20:19:39.314046000 MST,0.012059,330.695762,72,70,1
836,Aug 13 2019 20:19:39.342095000 MST,0.028049,330.723811,548,70,0
837,Aug 13 2019 20:19:40.401994000 MST,1.059899,331.78371,148,70,1
838,Aug 13 2019 20:19:40.409985000 MST,0.007991,331.791701,216,70,1
839,Aug 13 2019 20:19:40.422107000 MST,0.012122,331.803823,548,70,0
840,Aug 13 2019 20:19:40.441944000 MST,0.019837,331.82366,548,70,0
841,Aug 13 2019 20:19:40.482039000 MST,0.040095,331.863755,548,70,0
842,Aug 13 2019 20:19:40.485898000 MST,0.003859,331.867614,72,70,1
843,Aug 13 2019 20:19:40.505975000 MST,0.020077,331.887691,72,70,1
844,Aug 13 2019 20:19:40.521965000 MST,0.01599,331.903681,548,70,0
845,Aug 13 2019 20:19:40.545872000 MST,0.023907,331.927588,72,70,1
846,Aug 13 2019 20:19:40.556955000 MST,0.011083,331.938671,188,70,1
847,Aug 13 2019 20:19:40.575024000 MST,0.018069,331.95674,72,70,1
848,Aug 13 2019 20:19:40.581067000 MST,0.006043,331.962783,72,70,1
849,Aug 13 2019 20:19:40.581946000 MST,0.000879,331.963662,548,70,0
850,Aug 13 2019 20:19:40.622051000 MST,0.040105,332.003767,548,70,0
851,Aug 13 2019 20:19:40.685885000 MST,0.063834,332.067601,72,70,1
852,Aug 13 2019 20:19:41.658938000 MST,0.973053,333.040654,216,70,1
853,Aug 13 2019 20:19:41.689984000 MST,0.031046,333.0717,548,70,0
854,Aug 13 2019 20:19:41.754035000 MST,0.064051,333.135751,72,70,1
855,Aug 13 2019 20:19:42.241962000 MST,0.487927,333.623678,548,70,0
856,Aug 13 2019 20:19:42.254017000 MST,0.012055,333.635733,64,70,1
857,Aug 13 2019 20:19:42.321985000 MST,0.067968,333.703701,548,70,0
858,Aug 13 2019 20:19:42.385991000 MST,0.064006,333.767707,72,70,1
859,Aug 13 2019 20:19:42.389889000 MST,0.003898,333.771605,176,70,1
860,Aug 13 2019 20:19:42.422061000 MST,0.032172,333.803777,548,70,0
861,Aug 13 2019 20:19:42.529888000 MST,0.107827,333.911604,72,70,1
862,Aug 13 2019 20:19:43.762023000 MST,1.232135,335.143739,548,70,0
863,Aug 13 2019 20:19:43.826032000 MST,0.064009,335.207748,136,70,1
864,Aug 13 2019 20:19:43.843940000 MST,0.017908,335.225656,200,70,1
865,Aug 13 2019 20:19:43.861888000 MST,0.017948,335.243604,548,70,0
866,Aug 13 2019 20:19:43.966037000 MST,0.104149,335.347753,72,70,1
867,Aug 13 2019 20:19:44.391002000 MST,0.424965,335.772718,176,70,1
868,Aug 13 2019 20:19:44.422050000 MST,0.031048,335.803766,548,70,0
869,Aug 13 2019 20:19:44.485866000 MST,0.063816,335.867582,72,70,1
870,Aug 13 2019 20:19:45.422059000 MST,0.936193,336.803775,548,70,0
871,Aug 13 2019 20:19:45.485848000 MST,0.063789,336.867564,72,70,1
872,Aug 13 2019 20:19:45.521940000 MST,0.036092,336.903656,548,70,0
873,Aug 13 2019 20:19:46.720960000 MST,1.19902,338.102676,148,70,1
874,Aug 13 2019 20:19:46.728970000 MST,0.00801,338.110686,216,70,1
875,Aug 13 2019 20:19:46.741917000 MST,0.012947,338.123633,548,70,0
876,Aug 13 2019 20:19:46.761976000 MST,0.020059,338.143692,548,70,0
877,Aug 13 2019 20:19:46.801887000 MST,0.039911,338.183603,548,70,0
878,Aug 13 2019 20:19:46.805918000 MST,0.004031,338.187634,72,70,1
879,Aug 13 2019 20:19:46.825969000 MST,0.020051,338.207685,72,70,1
880,Aug 13 2019 20:19:46.865889000 MST,0.03992,338.247605,72,70,1
881,Aug 13 2019 20:19:46.874969000 MST,0.00908,338.256685,188,70,1
882,Aug 13 2019 20:19:46.901954000 MST,0.026985,338.28367,548,70,0
883,Aug 13 2019 20:19:47.009989000 MST,0.108035,338.391705,72,70,1
884,Aug 13 2019 20:19:47.481970000 MST,0.471981,338.863686,548,70,0
885,Aug 13 2019 20:19:47.545983000 MST,0.064013,338.927699,72,70,1
886,Aug 13 2019 20:19:47.549874000 MST,0.003891,338.93159,176,70,1
887,Aug 13 2019 20:19:47.581861000 MST,0.031987,338.963577,548,70,0
888,Aug 13 2019 20:19:47.685965000 MST,0.104104,339.067681,72,70,1
889,Aug 13 2019 20:19:49.021890000 MST,1.335925,340.403606,548,70,0
890,Aug 13 2019 20:19:49.033938000 MST,0.012048,340.415654,232,70,1
891,Aug 13 2019 20:19:49.061975000 MST,0.028037,340.443691,548,70,0
892,Aug 13 2019 20:19:49.221839000 MST,0.159864,340.603555,548,70,0
893,Aug 13 2019 20:19:49.230881000 MST,0.009042,340.612597,88,70,0
894,Aug 13 2019 20:19:49.243811000 MST,0.01293,340.625527,88,70,1
895,Aug 13 2019 20:19:49.261931000 MST,0.01812,340.643647,548,70,0
896,Aug 13 2019 20:19:49.282005000 MST,0.020074,340.663721,548,70,0
897,Aug 13 2019 20:19:49.345817000 MST,0.063812,340.727533,136,70,1
898,Aug 13 2019 20:19:49.362864000 MST,0.017047,340.74458,200,70,1
899,Aug 13 2019 20:19:49.381903000 MST,0.019039,340.763619,548,70,0
900,Aug 13 2019 20:19:49.489888000 MST,0.107985,340.871604,72,70,1
901,Aug 13 2019 20:19:49.505856000 MST,0.015968,340.887572,232,70,1
902,Aug 13 2019 20:19:49.541945000 MST,0.036089,340.923661,548,70,0
903,Aug 13 2019 20:19:49.553975000 MST,0.01203,340.935691,72,70,1
904,Aug 13 2019 20:19:49.581886000 MST,0.027911,340.963602,548,70,0
905,Aug 13 2019 20:19:49.593897000 MST,0.012011,340.975613,72,70,1
906,Aug 13 2019 20:19:49.630971000 MST,0.037074,341.012687,176,70,1
907,Aug 13 2019 20:19:49.681930000 MST,0.050959,341.063646,548,70,0
908,Aug 13 2019 20:19:49.693962000 MST,0.012032,341.075678,88,70,1
909,Aug 13 2019 20:19:49.701980000 MST,0.008018,341.083696,548,70,0
910,Aug 13 2019 20:19:49.721844000 MST,0.019864,341.10356,548,70,0
911,Aug 13 2019 20:19:49.734942000 MST,0.013098,341.116658,72,70,1
912,Aug 13 2019 20:19:49.759935000 MST,0.024993,341.141651,3677,70,1
913,Aug 13 2019 20:19:49.782062000 MST,0.022127,341.163778,548,70,0
914,Aug 13 2019 20:19:49.841976000 MST,0.059914,341.223692,548,70,0
915,Aug 13 2019 20:19:49.854921000 MST,0.012945,341.236637,364,70,1
916,Aug 13 2019 20:19:49.881890000 MST,0.026969,341.263606,548,70,0
917,Aug 13 2019 20:19:49.897818000 MST,0.015928,341.279534,72,70,1
918,Aug 13 2019 20:19:50.169806000 MST,0.271988,341.551522,2139,70,1
919,Aug 13 2019 20:19:50.201979000 MST,0.032173,341.583695,548,70,0
920,Aug 13 2019 20:19:52.121945000 MST,1.919966,343.503661,548,70,0
921,Aug 13 2019 20:19:52.133967000 MST,0.012022,343.515683,232,70,1
922,Aug 13 2019 20:19:52.161875000 MST,0.027908,343.543591,548,70,0
923,Aug 13 2019 20:19:53.062838000 MST,0.900963,344.444554,148,70,1
924,Aug 13 2019 20:19:53.069876000 MST,0.007038,344.451592,216,70,1
925,Aug 13 2019 20:19:53.101906000 MST,0.03203,344.483622,548,70,0
926,Aug 13 2019 20:19:53.121920000 MST,0.020014,344.503636,548,70,0
927,Aug 13 2019 20:19:53.165864000 MST,0.043944,344.54758,128,70,1
928,Aug 13 2019 20:19:53.185911000 MST,0.020047,344.567627,72,70,1
929,Aug 13 2019 20:19:53.194823000 MST,0.008912,344.576539,188,70,1
930,Aug 13 2019 20:19:53.221839000 MST,0.027016,344.603555,548,70,0
931,Aug 13 2019 20:19:53.326827000 MST,0.104988,344.708543,72,70,1
932,Aug 13 2019 20:19:54.061973000 MST,0.735146,345.443689,548,70,0
933,Aug 13 2019 20:19:54.125771000 MST,0.063798,345.507487,72,70,1
934,Aug 13 2019 20:19:54.129824000 MST,0.004053,345.51154,176,70,1
935,Aug 13 2019 20:19:54.161833000 MST,0.032009,345.543549,548,70,0
936,Aug 13 2019 20:19:54.265762000 MST,0.103929,345.647478,72,70,1
937,Aug 13 2019 20:19:56.001960000 MST,1.736198,347.383676,548,70,0
938,Aug 13 2019 20:19:56.065780000 MST,0.06382,347.447496,308,70,1
939,Aug 13 2019 20:19:56.084796000 MST,0.019016,347.466512,200,70,1
940,Aug 13 2019 20:19:56.101844000 MST,0.017048,347.48356,548,70,0
941,Aug 13 2019 20:19:56.209826000 MST,0.107982,347.591542,72,70,1
942,Aug 13 2019 20:19:58.437802000 MST,2.227976,349.819518,216,70,1
943,Aug 13 2019 20:19:58.481873000 MST,0.044071,349.863589,548,70,0
944,Aug 13 2019 20:19:58.545855000 MST,0.063982,349.927571,72,70,1
945,Aug 13 2019 20:20:00.479830000 MST,1.933975,351.861546,216,70,1
946,Aug 13 2019 20:20:00.501913000 MST,0.022083,351.883629,548,70,0
947,Aug 13 2019 20:20:00.565704000 MST,0.063791,351.94742,72,70,1
948,Aug 13 2019 20:20:02.090769000 MST,1.525065,353.472485,176,70,1
949,Aug 13 2019 20:20:02.121853000 MST,0.031084,353.503569,548,70,0
950,Aug 13 2019 20:20:02.185837000 MST,0.063984,353.567553,72,70,1
951,Aug 13 2019 20:20:03.759781000 MST,1.573944,355.141497,148,70,1
952,Aug 13 2019 20:20:03.765809000 MST,0.006028,355.147525,248,70,1
953,Aug 13 2019 20:20:03.781869000 MST,0.01606,355.163585,548,70,0
954,Aug 13 2019 20:20:03.801727000 MST,0.019858,355.183443,548,70,0
955,Aug 13 2019 20:20:03.841828000 MST,0.040101,355.223544,548,70,0
956,Aug 13 2019 20:20:03.845655000 MST,0.003827,355.227371,72,70,1
957,Aug 13 2019 20:20:03.865734000 MST,0.020079,355.24745,72,70,1
958,Aug 13 2019 20:20:03.905803000 MST,0.040069,355.287519,72,70,1
959,Aug 13 2019 20:20:03.915738000 MST,0.009935,355.297454,188,70,1
960,Aug 13 2019 20:20:03.941741000 MST,0.026003,355.323457,548,70,0
961,Aug 13 2019 20:20:04.045799000 MST,0.104058,355.427515,72,70,1
962,Aug 13 2019 20:20:04.941747000 MST,0.895948,356.323463,548,70,0
963,Aug 13 2019 20:20:05.005717000 MST,0.06397,356.387433,72,70,1
964,Aug 13 2019 20:20:05.009766000 MST,0.004049,356.391482,176,70,1
965,Aug 13 2019 20:20:05.021747000 MST,0.011981,356.403463,548,70,0
966,Aug 13 2019 20:20:05.033784000 MST,0.012037,356.4155,72,70,1
967,Aug 13 2019 20:20:05.041809000 MST,0.008025,356.423525,548,70,0
968,Aug 13 2019 20:20:05.149758000 MST,0.107949,356.531474,72,70,1
969,Aug 13 2019 20:20:09.681722000 MST,4.531964,361.063438,548,70,0
970,Aug 13 2019 20:20:09.694642000 MST,0.01292,361.076358,72,70,1
971,Aug 13 2019 20:20:09.721814000 MST,0.027172,361.10353,548,70,0
972,Aug 13 2019 20:20:10.041714000 MST,0.3199,361.42343,548,70,0
973,Aug 13 2019 20:20:10.107661000 MST,0.065947,361.489377,72,70,1
974,Aug 13 2019 20:20:10.108753000 MST,0.001092,361.490469,176,70,1
975,Aug 13 2019 20:20:10.141828000 MST,0.033075,361.523544,548,70,0
976,Aug 13 2019 20:20:10.245700000 MST,0.103872,361.627416,72,70,1
977,Aug 13 2019 20:20:11.180779000 MST,0.935079,362.562495,148,70,1
978,Aug 13 2019 20:20:11.187678000 MST,0.006899,362.569394,216,70,1
979,Aug 13 2019 20:20:11.221804000 MST,0.034126,362.60352,548,70,0
980,Aug 13 2019 20:20:11.241672000 MST,0.019868,362.623388,548,70,0
981,Aug 13 2019 20:20:11.285613000 MST,0.043941,362.667329,128,70,1
982,Aug 13 2019 20:20:11.305658000 MST,0.020045,362.687374,72,70,1
983,Aug 13 2019 20:20:11.315594000 MST,0.009936,362.69731,188,70,1
984,Aug 13 2019 20:20:11.341747000 MST,0.026153,362.723463,548,70,0
985,Aug 13 2019 20:20:11.445656000 MST,0.103909,362.827372,72,70,1
986,Aug 13 2019 20:20:12.081831000 MST,0.636175,363.463547,548,70,0
987,Aug 13 2019 20:20:12.145635000 MST,0.063804,363.527351,136,70,1
988,Aug 13 2019 20:20:12.164688000 MST,0.019053,363.546404,200,70,1
989,Aug 13 2019 20:20:12.181694000 MST,0.017006,363.56341,548,70,0
990,Aug 13 2019 20:20:12.285602000 MST,0.103908,363.667318,72,70,1
991,Aug 13 2019 20:20:13.201761000 MST,0.916159,364.583477,548,70,0
992,Aug 13 2019 20:20:13.265743000 MST,0.063982,364.647459,232,70,1
993,Aug 13 2019 20:20:13.341748000 MST,0.076005,364.723464,548,70,0
994,Aug 13 2019 20:20:15.301853000 MST,1.960105,366.683569,548,70,0
995,Aug 13 2019 20:20:15.365615000 MST,0.063762,366.747331,232,70,1
996,Aug 13 2019 20:20:15.441777000 MST,0.076162,366.823493,548,70,0
997,Aug 13 2019 20:20:15.801729000 MST,0.359952,367.183445,176,70,1
998,Aug 13 2019 20:20:15.841712000 MST,0.039983,367.223428,548,70,0
999,Aug 13 2019 20:20:15.945606000 MST,0.103894,367.327322,72,70,1
1000,Aug 13 2019 20:20:17.281716000 MST,1.33611,368.663432,548,70,0
1001,Aug 13 2019 20:20:17.345700000 MST,0.063984,368.727416,72,70,1
1002,Aug 13 2019 20:20:17.352643000 MST,0.006943,368.734359,176,70,1
1003,Aug 13 2019 20:20:17.381604000 MST,0.028961,368.76332,548,70,0
1004,Aug 13 2019 20:20:17.489590000 MST,0.107986,368.871306,72,70,1
1005,Aug 13 2019 20:20:17.817671000 MST,0.328081,369.199387,216,70,1
1006,Aug 13 2019 20:20:17.841705000 MST,0.024034,369.223421,548,70,0
1007,Aug 13 2019 20:20:17.905659000 MST,0.063954,369.287375,72,70,1
1008,Aug 13 2019 20:20:19.540755000 MST,1.635096,370.922471,148,70,1
1009,Aug 13 2019 20:20:19.546573000 MST,0.005818,370.928289,200,70,1
1010,Aug 13 2019 20:20:19.561701000 MST,0.015128,370.943417,548,70,0
1011,Aug 13 2019 20:20:19.581763000 MST,0.020062,370.963479,548,70,0
1012,Aug 13 2019 20:20:19.590573000 MST,0.00881,370.972289,172,70,0
1013,Aug 13 2019 20:20:19.645531000 MST,0.054958,371.027247,72,70,1
1014,Aug 13 2019 20:20:19.654606000 MST,0.009075,371.036322,72,70,1
1015,Aug 13 2019 20:20:19.664559000 MST,0.009953,371.046275,188,70,1
1016,Aug 13 2019 20:20:19.667529000 MST,0.00297,371.049245,72,70,1
1017,Aug 13 2019 20:20:19.701664000 MST,0.034135,371.08338,548,70,0
1018,Aug 13 2019 20:20:19.806665000 MST,0.105001,371.188381,72,70,1
1019,Aug 13 2019 20:20:20.561666000 MST,0.755001,371.943382,548,70,0
1020,Aug 13 2019 20:20:20.625673000 MST,0.064007,372.007389,136,70,1
1021,Aug 13 2019 20:20:20.644658000 MST,0.018985,372.026374,208,70,1
1022,Aug 13 2019 20:20:20.661763000 MST,0.017105,372.043479,548,70,0
1023,Aug 13 2019 20:20:20.765667000 MST,0.103904,372.147383,72,70,1
1024,Aug 13 2019 20:20:30.681504000 MST,9.915837,382.06322,548,70,0
1025,Aug 13 2019 20:20:30.745486000 MST,0.063982,382.127202,72,70,1
1026,Aug 13 2019 20:20:30.749562000 MST,0.004076,382.131278,176,70,1
1027,Aug 13 2019 20:20:30.781575000 MST,0.032013,382.163291,548,70,0
1028,Aug 13 2019 20:20:30.885478000 MST,0.103903,382.267194,72,70,1
1029,Aug 13 2019 20:20:34.801584000 MST,3.916106,386.1833,548,70,0
1030,Aug 13 2019 20:20:34.865390000 MST,0.063806,386.247106,232,70,1
1031,Aug 13 2019 20:20:34.941603000 MST,0.076213,386.323319,548,70,0
1032,Aug 13 2019 20:20:36.198452000 MST,1.256849,387.580168,216,70,1
1033,Aug 13 2019 20:20:36.221544000 MST,0.023092,387.60326,548,70,0
1034,Aug 13 2019 20:20:36.292499000 MST,0.070955,387.674215,176,70,1
1035,Aug 13 2019 20:20:36.321436000 MST,0.028937,387.703152,548,70,0
1036,Aug 13 2019 20:20:36.425522000 MST,0.104086,387.807238,72,70,1
1037,Aug 13 2019 20:20:40.001439000 MST,3.575917,391.383155,148,70,1
1038,Aug 13 2019 20:20:40.008384000 MST,0.006945,391.3901,232,70,1
1039,Aug 13 2019 20:20:40.021543000 MST,0.013159,391.403259,548,70,0
1040,Aug 13 2019 20:20:40.041412000 MST,0.019869,391.423128,548,70,0
1041,Aug 13 2019 20:20:40.081517000 MST,0.040105,391.463233,548,70,0
